formula,space_group,structure,id,formation_energy
Ba2V,I4/mmm,"[{'data': {'a': [2.92354292e-10, -7.48474331e-10, 0], 'b': [2.92354292e-10, 7.48474331e-10, 0], 'c': [0, 0, 5.84541785e-10], 'atoms': [{'x': 4.3882415773486496e-10, 'y': -2.0248533709066495e-10, 'z': 4.3840633875e-10, 'element': 'Ba'}, {'x': 1.45884426265135e-10, 'y': 2.0248533709066487e-10, 'z': 1.4613544625e-10, 'element': 'Ba'}, {'x': 4.38824157734865e-10, 'y': 2.0248533709066487e-10, 'z': 4.3840633875e-10, 'element': 'Ba'}, {'x': 1.45884426265135e-10, 'y': -2.0248533709066487e-10, 'z': 1.4613544625e-10, 'element': 'Ba'}, {'x': 1.4623828312954303e-10, 'y': 5.527165509195286e-27, 'z': 4.3840633875e-10, 'element': 'V'}, {'x': 4.384703008704569e-10, 'y': 4.622950994513415e-27, 'z': 1.4613544625e-10, 'element': 'V'}]}, 'natoms': 6, 'element': {'V': 2, 'Ba': 4}}]",PN_RHZMLGC3PDX7S7LVRAJZNEJAUNCJGLRR,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.6647159440825513, 'value': 3.9882956644953076}"
AuNb,F-43m,"[{'data': {'a': [0, 2.978112e-10, 2.978112e-10], 'b': [2.978112e-10, 0, 2.978112e-10], 'c': [2.978112e-10, 2.978112e-10, 0], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Au'}, {'x': 1.48904992465152e-10, 'y': 1.48904992465152e-10, 'z': 1.48904992465152e-10, 'element': 'Nb'}]}, 'natoms': 2, 'element': {'Au': 1, 'Nb': 1}}]",PN_S3FZVQPBTVKYIM6BVF4RJTBE76ZPYGM5,"{'reference': {'Au': 'https://nomad-lab.eu/prod/rae/gui/entry/id/kPbFtrDlT1aKTsmtjEcCvg/SYMstQY5oJVHaJ3I_PyHB1hkE0VP', 'Nb': 'https://nomad-lab.eu/prod/rae/gui/entry/id/VshkgA9fRVaBUM1A99_pTA/SkZzn86pJBf-CXtzQK5HKiPlxmMz'}, 'value_per_atom': 1.177855591877857, 'value': 2.355711183755714}"
Cr2As2,P4/nmm,"[{'data': {'a': [3.38160882e-10, 0, 0], 'b': [0, 3.38160882e-10, 0], 'c': [0, 0, 6.08934171e-10], 'atoms': [{'x': 8.45402205e-11, 'y': 8.45402205e-11, 'z': 1.8428745388291228e-10, 'element': 'As'}, {'x': 2.5362066149999996e-10, 'y': 2.5362066149999996e-10, 'z': 4.2464671711708774e-10, 'element': 'As'}, {'x': 8.45402205e-11, 'y': 2.5362066149999996e-10, 'z': 0, 'element': 'Cr'}, {'x': 2.5362066149999996e-10, 'y': 8.45402205e-11, 'z': 0, 'element': 'Cr'}]}, 'natoms': 4, 'element': {'As': 2, 'Cr': 2}}]",PN_IFM6DU37OU47XBKHD46B3NAP2ZIXBW6M,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj'}, 'value_per_atom': 0.17046960472246386, 'value': 0.6818784188898555}"
BaIr,P4/mmm,"[{'data': {'a': [2.49768313e-10, -2.48849037e-10, 0], 'b': [2.49768313e-10, 2.48849037e-10, 0], 'c': [0, 0, 4.31890299e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ba'}, {'x': 2.49768313e-10, 'y': 0, 'z': 2.159451495e-10, 'element': 'Ir'}]}, 'natoms': 2, 'element': {'Ir': 1, 'Ba': 1}}]",PN_B2N36T6G44JV7OTBBWKQKLQZLIDXV6RO,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 0.4526756073737017, 'value': 0.9053512147474034}"
Al6In2,Pmmn,"[{'data': {'a': [4.5816833199999997e-10, 0, 0], 'b': [0, 5.822239630000001e-10, 0], 'c': [0, 0, 5.91457604e-10], 'atoms': [{'x': 2.2908416599999999e-10, 'y': 4.2841462735129537e-10, 'z': 0, 'element': 'Al'}, {'x': 0, 'y': 1.5380933564870465e-10, 'z': 2.95728802e-10, 'element': 'Al'}, {'x': 0, 'y': 5.025917010871448e-10, 'z': 1.4906462225749302e-10, 'element': 'Al'}, {'x': 0, 'y': 5.025917010871448e-10, 'z': 4.4239298174250693e-10, 'element': 'Al'}, {'x': 2.2908416599999999e-10, 'y': 7.963226191285528e-11, 'z': 4.4479342425749304e-10, 'element': 'Al'}, {'x': 2.2908416599999999e-10, 'y': 7.963226191285528e-11, 'z': 1.4666417974250694e-10, 'element': 'Al'}, {'x': 0, 'y': 2.2338164663910408e-10, 'z': 0, 'element': 'In'}, {'x': 2.2908416599999999e-10, 'y': 3.5884231636089595e-10, 'z': 2.95728802e-10, 'element': 'In'}]}, 'natoms': 8, 'element': {'In': 2, 'Al': 6}}]",PN_HI3OD2J5QLSL3NLVARPS34LVVU2ANRFT,"{'reference': {'In': 'https://nomad-lab.eu/prod/rae/gui/entry/id/Zqtd881RT5CfgKZ3B6_mTg/jidMzp8f26ns8Jif2fj8Gy8eG6id', 'Al': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/NwZCCfhy6KcjdrLfBEnERme_39m-'}, 'value_per_atom': 0.15912876527954234, 'value': 1.2730301222363387}"
Ag2Mn4,I4_1/amd,"[{'data': {'a': [-1.74240067e-10, 1.74240067e-10, 7.01988436e-10], 'b': [1.74240067e-10, -1.74240067e-10, 7.01988436e-10], 'c': [1.74240067e-10, 1.74240067e-10, -7.01988436e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ag'}, {'x': -1.2924697071141057e-26, 'y': 1.7424006700000003e-10, 'z': 3.50994218e-10, 'element': 'Ag'}, {'x': 1.74240067e-10, 'y': 0, 'z': 2.3283544021386765e-10, 'element': 'Mn'}, {'x': 1.74240067e-10, 'y': 0, 'z': 4.691529957861324e-10, 'element': 'Mn'}, {'x': -5.457532531786698e-27, 'y': 5.457532531786698e-27, 'z': 5.838296582138676e-10, 'element': 'Mn'}, {'x': 5.457532531786698e-27, 'y': -5.457532531786698e-27, 'z': 8.201472137861323e-10, 'element': 'Mn'}]}, 'natoms': 6, 'element': {'Mn': 4, 'Ag': 2}}]",PN_O2NPBWWMFIPODYLB45UWX4EXDM4C46QC,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/8IffBWYWeF2VvGN-TtippJCbAlST', 'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr'}, 'value_per_atom': 0.8210633157813625, 'value': 4.926379894688175}"
Ta2V2,Imma,"[{'data': {'a': [3.1855385100000003e-10, -3.1855385100000003e-10, 0], 'b': [1.58291031e-10, 4.76844882e-10, 1.57839903e-10], 'c': [0, 0, 3.15679807e-10], 'atoms': [{'x': -4.6267952224188e-12, 'y': -4.62679840795731e-12, 'z': -1.5711142998783054e-18, 'element': 'Ta'}, {'x': 1.634107734724188e-10, 'y': 1.6341077665795729e-10, 'z': 1.578399048211143e-10, 'element': 'Ta'}, {'x': 1.6624608926684457e-10, 'y': -1.5230775854761699e-10, 'z': 1.5783990506742632e-10, 'element': 'V'}, {'x': 3.110917399831555e-10, 'y': -7.462114202383067e-12, 'z': 3.1567980518257365e-10, 'element': 'V'}]}, 'natoms': 4, 'element': {'V': 2, 'Ta': 2}}]",PN_2AMXMMWC2IM5FBE5JHGZ6TUJQ474XJ2R,"{'reference': {'V': 'https://nomad-lab.eu/prod/rae/gui/entry/id/nX_oJtCvReKSQKlosaruaA/6a_z-sYaeMtEBgvOYDzXel9FP5XK', 'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G'}, 'value_per_atom': 0.026845736383789287, 'value': 0.10738294553515715}"
Ag2Sn4,I4_1/amd,"[{'data': {'a': [-1.6479282e-10, 1.6479282e-10, 1.364595773e-09], 'b': [1.6479282e-10, -1.6479282e-10, 1.364595773e-09], 'c': [1.6479282e-10, 1.6479282e-10, -1.364595773e-09], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ag'}, {'x': 1.6479282e-10, 'y': 0, 'z': 6.822978865e-10, 'element': 'Ag'}, {'x': -5.075814649243797e-27, 'y': 5.075814649243797e-27, 'z': 1.5640452276412573e-09, 'element': 'Sn'}, {'x': 0, 'y': 1.6479282e-10, 'z': 4.828484318587427e-10, 'element': 'Sn'}, {'x': -4.072024503601653e-27, 'y': 4.072024503601653e-27, 'z': 1.1651463183587428e-09, 'element': 'Sn'}, {'x': 0, 'y': 1.6479282e-10, 'z': 8.817473411412573e-10, 'element': 'Sn'}]}, 'natoms': 6, 'element': {'Ag': 2, 'Sn': 4}}]",PN_JEPIK4TP7AV3JX5CCEG2FLACXV5DWJ3E,"{'reference': {'Ag': 'https://nomad-lab.eu/prod/rae/gui/entry/id/fnHejGdhTuiWS0VNpjH8pA/S0g-iXGYSO3a4JeEbuX_IWUqOBUr', 'Sn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7v_xfwA8SXar--QHXNyP3w/OAw0poj5HN3ZrB-djDMlDbA7-aNL'}, 'value_per_atom': 0.013288056755809427, 'value': 0.07972834053485656}"
Cr2As2,P4/nmm,"[{'data': {'a': [2.94445956e-10, 0, 0], 'b': [0, 2.94445956e-10, 0], 'c': [0, 0, 7.24545219e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 5.6157442216268045e-11, 'element': 'As'}, {'x': 1.47222978e-10, 'y': 1.47222978e-10, 'z': 4.87251472033732e-10, 'element': 'As'}, {'x': 0, 'y': 0, 'z': 3.336677816174457e-10, 'element': 'Cr'}, {'x': 1.47222978e-10, 'y': 1.47222978e-10, 'z': 2.0974113263255432e-10, 'element': 'Cr'}]}, 'natoms': 4, 'element': {'As': 2, 'Cr': 2}}]",PN_5L3EMT4YX64ZR6HKUWDZPHHVYWULXNS2,"{'reference': {'As': 'https://nomad-lab.eu/prod/rae/gui/entry/id/irNjB3eBSxiA5Zsr3-mMcg/kWw6gjhjpszGSs-lJVXHTwQkY4RP', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj'}, 'value_per_atom': 0.007682049183618034, 'value': 0.030728196734472135}"
K2P,Immm,"[{'data': {'a': [-1.8048115300000002e-10, 2.45624891e-10, 5.10347917e-10], 'b': [1.8048115300000002e-10, -2.45624891e-10, 5.10347917e-10], 'c': [1.8048115300000002e-10, 2.45624891e-10, -5.10347917e-10], 'atoms': [{'x': -9.543285724828923e-27, 'y': -9.307363660756213e-28, 'z': 6.665593922882795e-10, 'element': 'K'}, {'x': -3.381411346312134e-27, 'y': 9.307363660756213e-28, 'z': 3.541364417117206e-10, 'element': 'K'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'P'}]}, 'natoms': 3, 'element': {'P': 1, 'K': 2}}]",PN_6UZWCVXKDF2KJPUZF4NHST6GQW5G6IMM,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'K': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/-0vh5pzaGjLtxl6QcMcZHMEL5lI1'}, 'value_per_atom': -0.08988144323042639, 'value': -0.26964432969127916}"
Ca3Rh,P4/mmm,"[{'data': {'a': [3.5301513500000003e-10, 0, 0], 'b': [0, 3.5301513500000003e-10, 0], 'c': [0, 0, 9.7148979e-10], 'atoms': [{'x': 1.7650756750000001e-10, 'y': 1.7650756750000001e-10, 'z': 8.059323082281768e-10, 'element': 'Ca'}, {'x': 0, 'y': 0, 'z': 4.85744895e-10, 'element': 'Ca'}, {'x': 1.7650756750000001e-10, 'y': 1.7650756750000001e-10, 'z': 1.655574817718232e-10, 'element': 'Ca'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Rh'}]}, 'natoms': 4, 'element': {'Rh': 1, 'Ca': 3}}]",PN_VWPBGZ4WF7VZRATNHTZTEPVM2JLIJMMJ,"{'reference': {'Rh': 'https://nomad-lab.eu/prod/rae/gui/entry/id/7IQEcowSTDaJcMTtCigTSQ/7pAP54pzEP8-EwENC3ty75erNef2', 'Ca': 'https://nomad-lab.eu/prod/rae/gui/entry/id/LNJYtPiDTJ2RgcndgMzMEQ/c08VF8Y4GAg0AFj1CQdui2kVY_IF'}, 'value_per_atom': -0.21925840440089894, 'value': -0.8770336176035958}"
FeW2,I4/mmm,"[{'data': {'a': [0, 3.1310862899999997e-10, 0], 'b': [1.56554314e-10, -1.56554314e-10, 4.47985607e-10], 'c': [3.1310862899999997e-10, 0, 0], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Fe'}, {'x': 3.1310862866280057e-10, 'y': 3.3719939571962383e-19, 'z': 3.021209557780716e-10, 'element': 'W'}, {'x': 1.565543143371994e-10, 'y': 1.5655431466280058e-10, 'z': 1.458646512219284e-10, 'element': 'W'}]}, 'natoms': 3, 'element': {'W': 2, 'Fe': 1}}]",PN_OTUYSVA3BGQGOESUK246SUJAPYM2OVLN,"{'reference': {'W': 'https://nomad-lab.eu/prod/rae/gui/entry/id/JriGWVUJSX2Vkeya5zzAPw/dcAjiz1dsca03eeBAM-fTgQjR8M_', 'Fe': 'https://nomad-lab.eu/prod/rae/gui/entry/id/287sI9_oSguef6cQl5_HXg/uv45-FAwcp05wlvr2QydJ3AkRZeu'}, 'value_per_atom': 0.2024333277962119, 'value': 0.6072999833886357}"
BaIr3,Pm-3m,"[{'data': {'a': [5.29623062e-10, 0, 0], 'b': [0, 5.29623062e-10, 0], 'c': [0, 0, 5.29623062e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Ba'}, {'x': 2.64811531e-10, 'y': 0, 'z': 0, 'element': 'Ir'}, {'x': 0, 'y': 2.64811531e-10, 'z': 0, 'element': 'Ir'}, {'x': 0, 'y': 0, 'z': 2.64811531e-10, 'element': 'Ir'}]}, 'natoms': 4, 'element': {'Ir': 3, 'Ba': 1}}]",PN_NC7DRGS42ZOGYPZM6BBRE6JMWJ3ZAOCC,"{'reference': {'Ir': 'https://nomad-lab.eu/prod/rae/gui/entry/id/R5T_c-b5R-aSPQN6iXJv2A/Jxd3Gq7w7vgx3vAf4QaOcIUrNIvf', 'Ba': 'https://nomad-lab.eu/prod/rae/gui/entry/id/tX6mKyN2Q0ahPatA8GfBWw/Lj0gGgNhl0ZMZK5-5xnXiYpf0ut5'}, 'value_per_atom': 3.65446805186863, 'value': 14.61787220747452}"
Ni10Ge6,C2,"[{'data': {'a': [3.8754087e-10, 0, 5.051708200000001e-10], 'b': [1.99724147e-10, 3.37889884e-10, -5.04231018e-10], 'c': [-1.99724147e-10, 3.37889884e-10, 5.04231018e-10], 'atoms': [{'x': 3.4975321825640657e-28, 'y': 1.4410679178311361e-11, 'z': 1.8936037162913541e-28, 'element': 'Ge'}, {'x': 3.7174425387329835e-10, 'y': 2.373076781922865e-10, 'z': 2.4962012884349125e-10, 'element': 'Ge'}, {'x': 1.736271371053104e-10, 'y': 3.273876987502749e-10, 'z': -1.3164735042961421e-13, 'element': 'Ge'}, {'x': 1.5796616126701627e-11, 'y': 2.373076781922865e-10, 'z': 2.555506911565088e-10, 'element': 'Ge'}, {'x': 2.1391373289468956e-10, 'y': 3.273876987502749e-10, 'z': 5.053024673504297e-10, 'element': 'Ge'}, {'x': 1.93770435e-10, 'y': 5.430758204680089e-10, 'z': 2.5258541000000003e-10, 'element': 'Ge'}, {'x': 1.8219938663986235e-10, 'y': 1.2040206615091448e-10, 'z': 1.2641537351939027e-10, 'element': 'Ni'}, {'x': 1.9820795602811896e-10, 'y': 3.395276497833434e-10, 'z': -2.4389875681825423e-10, 'element': 'Ni'}, {'x': 2.053414833601376e-10, 'y': 1.2040206615091448e-10, 'z': 3.7875544648060973e-10, 'element': 'Ni'}, {'x': 3.96191016883672e-10, 'y': 4.4970777655432237e-10, 'z': 1.2662218663093414e-10, 'element': 'Ni'}, {'x': 3.7951658285751896e-10, 'y': 4.4772089956393133e-10, 'z': 3.786392222309389e-10, 'element': 'Ni'}, {'x': 1.712500566056364e-12, 'y': 2.2457657191266586e-10, 'z': 5.035150074254282e-10, 'element': 'Ni'}, {'x': 8.024287142481025e-12, 'y': 4.4772089956393133e-10, 'z': 1.265315977690612e-10, 'element': 'Ni'}, {'x': 1.89332913971881e-10, 'y': 3.395276497833434e-10, 'z': 7.490695768182543e-10, 'element': 'Ni'}, {'x': -8.650146883672038e-12, 'y': 4.4970777655432237e-10, 'z': 3.785486333690659e-10, 'element': 'Ni'}, {'x': 3.858283694339436e-10, 'y': 2.2457657191266586e-10, 'z': 1.6558125745718422e-12, 'element': 'Ni'}]}, 'natoms': 16, 'element': {'Ni': 10, 'Ge': 6}}]",PN_N3J4TTVIHBZLD6ZYPDNVAXYRLUGUZUFC,"{'reference': {'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/6ITh58J5QcGWUDsmpR9t2A/DW3mGBiIv6M10SVC39rmNQ3rZWvj', 'Ge': 'https://nomad-lab.eu/prod/rae/gui/entry/id/A42JdZXMSM6ZvFkyAy3k1g/nH8H7aIXL4SwjYAB7X_4snhAGFE1'}, 'value_per_atom': -0.4625513556699081, 'value': -7.40082169071853}"
Cr18Ta6,Pmmn,"[{'data': {'a': [4.93029011e-10, 0, 0], 'b': [0, 5.08914276e-10, 0], 'c': [0, 0, 1.2979045810000001e-09], 'atoms': [{'x': 4.883099000062816e-10, 'y': 6.534590603723207e-11, 'z': 7.548760485056403e-10, 'element': 'Cr'}, {'x': 4.883099000062816e-10, 'y': 6.534590603723207e-11, 'z': 1.1919808229943599e-09, 'element': 'Cr'}, {'x': 4.874282063653301e-10, 'y': 3.205144756602235e-10, 'z': 3.2447614525000003e-10, 'element': 'Cr'}, {'x': 5.6008046346698896e-12, 'y': 1.8839980033977649e-10, 'z': 9.7342843575e-10, 'element': 'Cr'}, {'x': 4.719110993718369e-12, 'y': 4.435683699627679e-10, 'z': 1.0592375800564016e-10, 'element': 'Cr'}, {'x': 4.719110993718369e-12, 'y': 4.435683699627679e-10, 'z': 5.430285324943598e-10, 'element': 'Cr'}, {'x': 1.2325725275e-10, 'y': 4.806919768015716e-10, 'z': 9.7342843575e-10, 'element': 'Cr'}, {'x': 1.2325725275e-10, 'y': 1.9787477650863e-10, 'z': 9.078137781907517e-11, 'element': 'Cr'}, {'x': 1.2325725275e-10, 'y': 1.9787477650863e-10, 'z': 5.581709126809249e-10, 'element': 'Cr'}, {'x': 2.512336164937184e-10, 'y': 6.534590603723207e-11, 'z': 7.548760485056403e-10, 'element': 'Cr'}, {'x': 2.512336164937184e-10, 'y': 6.534590603723207e-11, 'z': 1.1919808229943599e-09, 'element': 'Cr'}, {'x': 2.5211531013466986e-10, 'y': 3.205144756602235e-10, 'z': 3.2447614525000003e-10, 'element': 'Cr'}, {'x': 2.409137008653301e-10, 'y': 1.8839980033977649e-10, 'z': 9.7342843575e-10, 'element': 'Cr'}, {'x': 2.4179539450628163e-10, 'y': 4.435683699627679e-10, 'z': 1.0592375800564016e-10, 'element': 'Cr'}, {'x': 2.4179539450628163e-10, 'y': 4.435683699627679e-10, 'z': 5.430285324943598e-10, 'element': 'Cr'}, {'x': 3.6977175825e-10, 'y': 2.8222299198428402e-11, 'z': 3.2447614525000003e-10, 'element': 'Cr'}, {'x': 3.6977175825e-10, 'y': 3.1103949949137e-10, 'z': 7.397336683190752e-10, 'element': 'Cr'}, {'x': 3.6977175825e-10, 'y': 3.1103949949137e-10, 'z': 1.207123203180925e-09, 'element': 'Cr'}, {'x': 1.2325725275e-10, 'y': 7.506213301862341e-11, 'z': 3.2447614525000003e-10, 'element': 'Ta'}, {'x': 1.2325725275e-10, 'y': 3.271543718237652e-10, 'z': 7.720497402147909e-10, 'element': 'Ta'}, {'x': 1.2325725275e-10, 'y': 3.271543718237652e-10, 'z': 1.1748071312852094e-09, 'element': 'Ta'}, {'x': 3.6977175825e-10, 'y': 4.3385214298137666e-10, 'z': 9.7342843575e-10, 'element': 'Ta'}, {'x': 3.6977175825e-10, 'y': 1.8175990417623478e-10, 'z': 1.2309744971479085e-10, 'element': 'Ta'}, {'x': 3.6977175825e-10, 'y': 1.8175990417623478e-10, 'z': 5.258548407852092e-10, 'element': 'Ta'}]}, 'natoms': 24, 'element': {'Ta': 6, 'Cr': 18}}]",PN_5PGGZXHNRUP6Y4CAQRVF76BNPCIZ6D6I,"{'reference': {'Ta': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HFcfn7V1T0qqPvWety_q2w/Jno4RsivxTTSMHe4wn8p4qW8Ef6G', 'Cr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/WHxcrFh6QWqSn5mGUr5mBg/Xf06z3W_uXiss4I1OdzRpCsLCWOj'}, 'value_per_atom': 0.2978286892727837, 'value': 7.147888542546809}"
Mn3Ni,Fm-3m,"[{'data': {'a': [0, 2.8724210800000004e-10, 2.8724210800000004e-10], 'b': [2.8724210800000004e-10, 0, 2.8724210800000004e-10], 'c': [2.8724210800000004e-10, 2.8724210800000004e-10, 0], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Mn'}, {'x': 1.4362105400000002e-10, 'y': 1.4362105400000002e-10, 'z': 1.4362105400000002e-10, 'element': 'Mn'}, {'x': 2.8724210800000004e-10, 'y': 2.8724210800000004e-10, 'z': 2.8724210800000004e-10, 'element': 'Mn'}, {'x': 4.3086316200000005e-10, 'y': 4.3086316200000005e-10, 'z': 4.3086316200000005e-10, 'element': 'Ni'}]}, 'natoms': 4, 'element': {'Mn': 3, 'Ni': 1}}]",PN_CMAEOXRKOV3ZV2VMQLRSRW73FATBRHHR,"{'reference': {'Mn': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/tx_1N24Ev1WXbH2sMhMM1KZC-Ghz', 'Ni': 'https://nomad-lab.eu/prod/rae/gui/entry/id/6ITh58J5QcGWUDsmpR9t2A/DW3mGBiIv6M10SVC39rmNQ3rZWvj'}, 'value_per_atom': 0.06231507005450787, 'value': 0.24926028021803148}"
CsBr,Pm-3m,"[{'data': {'a': [4.3391110800000005e-10, 0, 0], 'b': [0, 4.3391110800000005e-10, 0], 'c': [0, 0, 4.3391110800000005e-10], 'atoms': [{'x': 2.1695555400000002e-10, 'y': 2.1695555400000002e-10, 'z': 2.1695555400000002e-10, 'element': 'Br'}, {'x': 0, 'y': 0, 'z': 0, 'element': 'Cs'}]}, 'natoms': 2, 'element': {'Cs': 1, 'Br': 1}}]",PN_MXFI4JSHJG52OUKV4QVQ47CPYEAENZGJ,"{'reference': {'Cs': 'https://nomad-lab.eu/prod/rae/gui/entry/id/hXjxFrSARi6vr8ZsckYj7Q/kN8e3SIVbfhf8PZRKQBSjs6R93sI', 'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/0-sUPGbCT4WTrNYF4-xkZQ/Wx_P4OGpuK3MVetL1U6qELSTUSzI'}, 'value_per_atom': -1.8905071260349695, 'value': -3.781014252069939}"
MoSr3,I4/mmm,"[{'data': {'a': [-2.9573168e-10, 2.9573168e-10, 4.27791797e-10], 'b': [2.9573168e-10, -2.9573168e-10, 4.27791797e-10], 'c': [2.9573168e-10, 2.9573168e-10, -4.27791797e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Mo'}, {'x': 2.9573168e-10, 'y': 0, 'z': 2.138958985e-10, 'element': 'Sr'}, {'x': 0, 'y': 0, 'z': 4.27791797e-10, 'element': 'Sr'}, {'x': 0, 'y': 2.9573168e-10, 'z': 2.138958985e-10, 'element': 'Sr'}]}, 'natoms': 4, 'element': {'Mo': 1, 'Sr': 3}}]",PN_MZ2DPGC7DD7DVLTQU4XAOT4DSYZX56ET,"{'reference': {'Mo': 'https://nomad-lab.eu/prod/rae/gui/entry/id/miRFVZUUSvmc1uMMJkU4LA/TwiQxc0usHCKW3MtmHjbnh8mT5GC', 'Sr': 'https://nomad-lab.eu/prod/rae/gui/entry/id/CPX8DdIcSHGs-SRkG5ebRQ/9CyQcCUbCgpVbqUi9LKvMkTBuex3'}, 'value_per_atom': 0.8337843536027552, 'value': 3.3351374144110206}"
P3Br,Im-3m,"[{'data': {'a': [2.54956922e-10, -3.7482690700000004e-10, 7.1907825e-11], 'b': [2.54956922e-10, 3.7482690700000004e-10, 7.1907825e-11], 'c': [-3.5713285500000004e-10, 0, 2.88314241e-10], 'atoms': [{'x': 0, 'y': 0, 'z': 0, 'element': 'Br'}, {'x': -5.1087966500000026e-11, 'y': 1.8741345350000002e-10, 'z': 1.80111033e-10, 'element': 'P'}, {'x': -5.1087966500000026e-11, 'y': -1.8741345350000002e-10, 'z': 1.80111033e-10, 'element': 'P'}, {'x': 2.54956922e-10, 'y': 0, 'z': 7.1907825e-11, 'element': 'P'}]}, 'natoms': 4, 'element': {'P': 3, 'Br': 1}}]",PN_PDZ7S555WOKSV5EQ7RDEOTOXRV75LIDD,"{'reference': {'P': 'https://nomad-lab.eu/prod/rae/gui/entry/id/SwEGZUqCTPyNJvGH3CWDPQ/VliAGY_Z2yfFnSNW4d80E-Y7rLrP', 'Br': 'https://nomad-lab.eu/prod/rae/gui/entry/id/HQMYKHP6Soitf8Zcgmf6SQ/7DmDJRePJNTiaaJiAv-YuiT0_OyO'}, 'value_per_atom': 0.5398507092120761, 'value': 2.1594028368483045}"
